,TRAIN_ACC,TRAIN_LOSS,TEST_ACC,TEST_LOSS,,,,,,,,,,,,
1,0.719895288,0.510973299,0.84375,0.441657891,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.871727749,0.394506714,0.833333333,0.354733994,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.931937173,0.293753654,0.84375,0.295447697,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.947643977,0.205473295,0.875,0.238493234,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.958115181,0.10179055,0.822916667,0.291797022,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.947643977,0.077054872,0.854166667,0.34595112,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.965968586,0.080100115,0.875,0.205332095,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.973821987,0.062578449,0.854166667,0.281530127,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.960732982,0.056695916,0.864583333,0.282248338,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.615183247,0.650697467,0.666666667,0.582319538,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.706806284,0.511744322,0.822916667,0.46791925,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.882198953,0.387464862,0.8125,0.383310368,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.939790574,0.304567021,0.84375,0.327234288,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.963350783,0.23120321,0.84375,0.288269957,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.968586385,0.174963535,0.854166667,0.260926738,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.984293194,0.125005118,0.854166667,0.251575232,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.97382199,0.097232307,0.864583333,0.233446206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.98167539,0.066955658,0.854166667,0.223697553,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.986910995,0.049195225,0.885416667,0.234186014,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.403141362,0.688933803,0.458333333,0.662111501,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.484293194,0.620054183,0.71875,0.628513773,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.837696337,0.544876818,0.5625,0.983415008,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.816753925,0.51476269,0.791666667,0.566063027,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.829842933,0.507479442,0.760416667,0.56242617,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.82198953,0.498483496,0.770833333,0.550984661,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.829842933,0.48568729,0.8125,0.527729114,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.861256545,0.458046441,0.875,0.456178755,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.876963349,0.419085043,0.875,0.440774371,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.900523558,0.405564596,0.885416667,0.435422202,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.667539268,0.595826808,0.666666667,0.563286384,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.866492147,0.407789515,0.760416667,0.490392605,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.92931937,0.277889189,0.833333333,0.38086017,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.939790574,0.169104148,0.833333333,0.287471801,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.963350783,0.099127492,0.854166667,0.252716472,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.984293194,0.051530414,0.885416667,0.202181603,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.989528794,0.029237997,0.895833333,0.188181847,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.989528796,0.020992946,0.90625,0.174194793,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.989528794,0.013918876,0.916666667,0.162657206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.989528796,0.013087911,0.90625,0.155252717,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.518324609,0.653527027,0.760416667,0.570482234,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.811518326,0.516094313,0.770833333,0.456539164,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.882198951,0.397130946,0.791666667,0.367587139,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.934554972,0.286284031,0.822916667,0.311895803,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.947643977,0.218314788,0.885416667,0.270359789,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.968586385,0.123494531,0.854166667,0.243338128,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.968586388,0.075966111,0.854166667,0.268054078,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.965968586,0.063063693,0.854166667,0.284057617,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.98167539,0.037671181,0.84375,0.255759786,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.989528794,0.04021655,0.84375,0.328400105,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.578534033,0.694412944,0.677083333,0.586353521,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.691099476,0.53313916,0.8125,0.466561139,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.879581152,0.416213463,0.8125,0.385541558,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.92931937,0.329715574,0.833333333,0.330611626,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.965968584,0.255870497,0.864583333,0.292163918,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.97382199,0.193817201,0.864583333,0.266832198,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.979057589,0.140178586,0.854166667,0.24876077,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.981675391,0.08666793,0.875,0.238712057,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.98167539,0.065408713,0.864583333,0.288991173,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.981675393,0.057207869,0.875,0.233483662,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.675392671,0.679442091,0.697916667,0.65438501,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.782722514,0.590644048,0.71875,0.610726158,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.806282723,0.536442502,0.791666667,0.557869275,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.840314135,0.463863582,0.770833333,0.462523987,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.821989529,0.548413938,0.770833333,0.548369567,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.806282721,0.496391412,0.729166667,0.558293422,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.798429317,0.494957721,0.71875,0.556022465,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.79842932,0.492012167,0.71875,0.551207225,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.798429317,0.487542781,0.71875,0.54621019,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.79842932,0.48126212,0.71875,0.540831705,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.67015707,0.576101332,0.708333333,0.555692176,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.858638744,0.350787398,0.770833333,0.463745366,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.931937173,0.207525386,0.8125,0.345794896,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.952879579,0.11659304,0.864583333,0.276033908,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.986910995,0.061113877,0.864583333,0.286485483,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.986910993,0.035411242,0.864583333,0.264834334,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.986910995,0.022995555,0.864583333,0.254292016,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.989528796,0.015530167,0.854166667,0.240651851,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.989528794,0.014650109,0.875,0.219665443,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.989528796,0.012260388,0.875,0.216987704,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.746073299,0.521380662,0.822916667,0.414627314,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.92408377,0.219546411,0.864583333,0.254950638,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.958115183,0.098133693,0.895833333,0.192088708,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.981675393,0.037933842,0.90625,0.184954862,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.989528794,0.017284166,0.895833333,0.164653848,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.989528796,0.014178614,0.895833333,0.167909448,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.989528796,0.009679352,0.895833333,0.168924272,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.989528796,0.011258901,0.885416667,0.178712149,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.989528794,0.009788329,0.885416667,0.18008401,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.989528796,0.009414569,0.895833333,0.166792328,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.562827226,0.690823548,0.65625,0.612222791,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.743455498,0.536021783,0.770833333,0.488489479,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.874345548,0.421022632,0.8125,0.412004173,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.916230367,0.31957724,0.84375,0.34740303,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.942408375,0.21258483,0.802083333,0.381691992,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.952879579,0.121127467,0.802083333,0.32413284,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.958115183,0.103210476,0.833333333,0.311539729,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.971204189,0.086043865,0.84375,0.321504191,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.971204189,0.083611388,0.84375,0.291282867,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.971204189,0.066118992,0.854166667,0.375606646,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0,0.602094242,0.690385193,0.854166667,0.543343465,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,0.866492144,0.516211866,0.854166667,0.447403848,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,0.90575916,0.399435539,0.864583333,0.365301629,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3,0.95549738,0.299699438,0.854166667,0.309414784,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
4,0.965968586,0.226490041,0.875,0.279323836,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5,0.965968584,0.183316815,0.875,0.262849674,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6,0.976439788,0.137423717,0.875,0.25042896,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,0.984293192,0.105188072,0.875,0.248571187,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8,0.984293194,0.080550359,0.885416667,0.259747634,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
9,0.984293194,0.062908523,0.875,0.276015475,,,,,,,,,,,,
